"","postcode","RA_NAME_2021","GCCSA_NAME_2021","STATE_NAME_2021","SA2_NAME_2021","SA3_NAME_2021","SA4_NAME_2021","sort"
"827","3179","Major Cities of Australia","Greater Melbourne","Victoria","Knoxfield - Scoresby","Knox","Melbourne - Outer East",1
"828","3180","Major Cities of Australia","Greater Melbourne","Victoria","Rowville - North","Knox","Melbourne - Outer East",1
"829","3181","Major Cities of Australia","Greater Melbourne","Victoria","Prahran - Windsor","Stonnington - West","Melbourne - Inner",1
"830","3182","Major Cities of Australia","Greater Melbourne","Victoria","St Kilda - Central","Port Phillip","Melbourne - Inner",1
"831","3183","Major Cities of Australia","Greater Melbourne","Victoria","Caulfield - North","Glen Eira","Melbourne - Inner South",1
"832","3184","Major Cities of Australia","Greater Melbourne","Victoria","Elwood","Port Phillip","Melbourne - Inner",1
"833","3185","Major Cities of Australia","Greater Melbourne","Victoria","Elsternwick","Glen Eira","Melbourne - Inner South",1
"834","3186","Major Cities of Australia","Greater Melbourne","Victoria","Brighton (Vic.)","Bayside","Melbourne - Inner South",1
"835","3187","Major Cities of Australia","Greater Melbourne","Victoria","Brighton East","Bayside","Melbourne - Inner South",1
"836","3188","Major Cities of Australia","Greater Melbourne","Victoria","Hampton","Bayside","Melbourne - Inner South",1
"837","3189","Major Cities of Australia","Greater Melbourne","Victoria","Moorabbin - Heatherton","Kingston","Melbourne - Inner South",1
"838","3190","Major Cities of Australia","Greater Melbourne","Victoria","Highett (East) - Cheltenham","Kingston","Melbourne - Inner South",1
"839","3191","Major Cities of Australia","Greater Melbourne","Victoria","Sandringham - Black Rock","Bayside","Melbourne - Inner South",1
"840","3192","Major Cities of Australia","Greater Melbourne","Victoria","Highett (East) - Cheltenham","Kingston","Melbourne - Inner South",1
"841","3193","Major Cities of Australia","Greater Melbourne","Victoria","Sandringham - Black Rock","Bayside","Melbourne - Inner South",1
"842","3194","Major Cities of Australia","Greater Melbourne","Victoria","Mentone","Kingston","Melbourne - Inner South",1
"843","3195","Major Cities of Australia","Greater Melbourne","Victoria","Edithvale - Aspendale","Kingston","Melbourne - Inner South",1
"844","3196","Major Cities of Australia","Greater Melbourne","Victoria","Chelsea - Bonbeach","Kingston","Melbourne - Inner South",1
"845","3197","Major Cities of Australia","Greater Melbourne","Victoria","Carrum - Patterson Lakes","Kingston","Melbourne - Inner South",1
"846","3198","Major Cities of Australia","Greater Melbourne","Victoria","Seaford (Vic.)","Frankston","Mornington Peninsula",1
"847","3199","Major Cities of Australia","Greater Melbourne","Victoria","Frankston","Frankston","Mornington Peninsula",1
"848","3200","Major Cities of Australia","Greater Melbourne","Victoria","Frankston North","Frankston","Mornington Peninsula",1
"849","3201","Major Cities of Australia","Greater Melbourne","Victoria","Carrum Downs","Frankston","Mornington Peninsula",1
"850","3202","Major Cities of Australia","Greater Melbourne","Victoria","Moorabbin - Heatherton","Kingston","Melbourne - Inner South",1
"851","3204","Major Cities of Australia","Greater Melbourne","Victoria","Bentleigh - McKinnon","Glen Eira","Melbourne - Inner South",1
"852","3205","Major Cities of Australia","Greater Melbourne","Victoria","South Melbourne","Port Phillip","Melbourne - Inner",1
"853","3206","Major Cities of Australia","Greater Melbourne","Victoria","Albert Park","Port Phillip","Melbourne - Inner",1
"854","3207","Major Cities of Australia","Greater Melbourne","Victoria","Port Melbourne Industrial","Port Phillip","Melbourne - Inner",1
"855","3211","Inner Regional Australia","Rest of Vic.","Victoria","Lara","Geelong","Geelong",2
"856","3212","Major Cities of Australia","Rest of Vic.","Victoria","Lara","Geelong","Geelong",1
"857","3213","Major Cities of Australia","Rest of Vic.","Victoria","Corio - Lovely Banks","Geelong","Geelong",1
"858","3214","Major Cities of Australia","Rest of Vic.","Victoria","Norlane","Geelong","Geelong",1
"859","3215","Major Cities of Australia","Rest of Vic.","Victoria","North Geelong - Bell Park","Geelong","Geelong",1
"860","3216","Major Cities of Australia","Rest of Vic.","Victoria","Belmont","Geelong","Geelong",1
"861","3217","Major Cities of Australia","Rest of Vic.","Victoria","Barwon Heads - Armstrong Creek","Surf Coast - Bellarine Peninsula","Geelong",1
"862","3218","Major Cities of Australia","Rest of Vic.","Victoria","Geelong West - Hamlyn Heights","Geelong","Geelong",1
"863","3219","Major Cities of Australia","Rest of Vic.","Victoria","Geelong","Geelong","Geelong",1
"864","3220","Major Cities of Australia","Rest of Vic.","Victoria","Geelong","Geelong","Geelong",1
"865","3221","Major Cities of Australia","Rest of Vic.","Victoria","Highton","Geelong","Geelong",1
"866","3222","Inner Regional Australia","Rest of Vic.","Victoria","Clifton Springs","Surf Coast - Bellarine Peninsula","Geelong",2
"867","3223","Inner Regional Australia","Rest of Vic.","Victoria","Portarlington","Surf Coast - Bellarine Peninsula","Geelong",2
"868","3224","Major Cities of Australia","Rest of Vic.","Victoria","Leopold","Geelong","Geelong",1
"869","3225","Inner Regional Australia","Rest of Vic.","Victoria","Point Lonsdale - Queenscliff","Surf Coast - Bellarine Peninsula","Geelong",2
"870","3226","Inner Regional Australia","Rest of Vic.","Victoria","Ocean Grove","Surf Coast - Bellarine Peninsula","Geelong",2
"871","3227","Major Cities of Australia","Rest of Vic.","Victoria","Barwon Heads - Armstrong Creek","Surf Coast - Bellarine Peninsula","Geelong",1
"872","3228","Inner Regional Australia","Rest of Vic.","Victoria","Torquay","Surf Coast - Bellarine Peninsula","Geelong",2
"873","3230","Inner Regional Australia","Rest of Vic.","Victoria","Lorne - Anglesea","Surf Coast - Bellarine Peninsula","Geelong",2
"874","3231","Inner Regional Australia","Rest of Vic.","Victoria","Lorne - Anglesea","Surf Coast - Bellarine Peninsula","Geelong",2
"875","3232","Inner Regional Australia","Rest of Vic.","Victoria","Lorne - Anglesea","Surf Coast - Bellarine Peninsula","Geelong",2
"876","3233","Inner Regional Australia","Rest of Vic.","Victoria","Otway","Colac - Corangamite","Warrnambool and South West",2
"877","3234","Inner Regional Australia","Rest of Vic.","Victoria","Otway","Colac - Corangamite","Warrnambool and South West",2
"878","3235","Inner Regional Australia","Rest of Vic.","Victoria","Winchelsea","Barwon - West","Geelong",2
"879","3236","Inner Regional Australia","Rest of Vic.","Victoria","Otway","Colac - Corangamite","Warrnambool and South West",2
"880","3237","Outer Regional Australia","Rest of Vic.","Victoria","Corangamite - South","Colac - Corangamite","Warrnambool and South West",3
"881","3238","Outer Regional Australia","Rest of Vic.","Victoria","Otway","Colac - Corangamite","Warrnambool and South West",3
"882","3239","Inner Regional Australia","Rest of Vic.","Victoria","Otway","Colac - Corangamite","Warrnambool and South West",2
"883","3240","Inner Regional Australia","Rest of Vic.","Victoria","Winchelsea","Barwon - West","Geelong",2
"884","3241","Inner Regional Australia","Rest of Vic.","Victoria","Colac Surrounds","Colac - Corangamite","Warrnambool and South West",2
"885","3242","Inner Regional Australia","Rest of Vic.","Victoria","Colac Surrounds","Colac - Corangamite","Warrnambool and South West",2
"886","3243","Inner Regional Australia","Rest of Vic.","Victoria","Colac Surrounds","Colac - Corangamite","Warrnambool and South West",2
"887","3249","Inner Regional Australia","Rest of Vic.","Victoria","Colac Surrounds","Colac - Corangamite","Warrnambool and South West",2
"888","3250","Inner Regional Australia","Rest of Vic.","Victoria","Colac Surrounds","Colac - Corangamite","Warrnambool and South West",2
"889","3251","Inner Regional Australia","Rest of Vic.","Victoria","Colac Surrounds","Colac - Corangamite","Warrnambool and South West",2
"890","3254","Inner Regional Australia","Rest of Vic.","Victoria","Colac Surrounds","Colac - Corangamite","Warrnambool and South West",2
"891","3260","Inner Regional Australia","Rest of Vic.","Victoria","Corangamite - North","Colac - Corangamite","Warrnambool and South West",2
"892","3264","Inner Regional Australia","Rest of Vic.","Victoria","Corangamite - North","Colac - Corangamite","Warrnambool and South West",2
"893","3265","Inner Regional Australia","Rest of Vic.","Victoria","Moyne - East","Warrnambool","Warrnambool and South West",2
"894","3266","Inner Regional Australia","Rest of Vic.","Victoria","Corangamite - South","Colac - Corangamite","Warrnambool and South West",2
"895","3267","Outer Regional Australia","Rest of Vic.","Victoria","Corangamite - South","Colac - Corangamite","Warrnambool and South West",3
"896","3268","Inner Regional Australia","Rest of Vic.","Victoria","Moyne - East","Warrnambool","Warrnambool and South West",2
"897","3269","Outer Regional Australia","Rest of Vic.","Victoria","Corangamite - South","Colac - Corangamite","Warrnambool and South West",3
"898","3270","Outer Regional Australia","Rest of Vic.","Victoria","Corangamite - South","Colac - Corangamite","Warrnambool and South West",3
"899","3271","Outer Regional Australia","Rest of Vic.","Victoria","Ararat Surrounds","Grampians","North West",3
"900","3272","Inner Regional Australia","Rest of Vic.","Victoria","Moyne - East","Warrnambool","Warrnambool and South West",2
"901","3273","Outer Regional Australia","Rest of Vic.","Victoria","Moyne - East","Warrnambool","Warrnambool and South West",3
"902","3274","Outer Regional Australia","Rest of Vic.","Victoria","Moyne - East","Warrnambool","Warrnambool and South West",3
"903","3275","Inner Regional Australia","Rest of Vic.","Victoria","Moyne - West","Warrnambool","Warrnambool and South West",2
"904","3276","Inner Regional Australia","Rest of Vic.","Victoria","Moyne - East","Warrnambool","Warrnambool and South West",2
"905","3277","Inner Regional Australia","Rest of Vic.","Victoria","Moyne - East","Warrnambool","Warrnambool and South West",2
"906","3278","Inner Regional Australia","Rest of Vic.","Victoria","Moyne - East","Warrnambool","Warrnambool and South West",2
"907","3279","Inner Regional Australia","Rest of Vic.","Victoria","Moyne - East","Warrnambool","Warrnambool and South West",2
"908","3280","Inner Regional Australia","Rest of Vic.","Victoria","Warrnambool - South","Warrnambool","Warrnambool and South West",2
"909","3281","Inner Regional Australia","Rest of Vic.","Victoria","Warrnambool - North","Warrnambool","Warrnambool and South West",2
"910","3282","Inner Regional Australia","Rest of Vic.","Victoria","Moyne - West","Warrnambool","Warrnambool and South West",2
"911","3283","Inner Regional Australia","Rest of Vic.","Victoria","Moyne - West","Warrnambool","Warrnambool and South West",2
"912","3284","Inner Regional Australia","Rest of Vic.","Victoria","Moyne - West","Warrnambool","Warrnambool and South West",2
"913","3285","Inner Regional Australia","Rest of Vic.","Victoria","Moyne - West","Warrnambool","Warrnambool and South West",2
"914","3286","Outer Regional Australia","Rest of Vic.","Victoria","Moyne - West","Warrnambool","Warrnambool and South West",3
"915","3287","Outer Regional Australia","Rest of Vic.","Victoria","Moyne - West","Warrnambool","Warrnambool and South West",3
"916","3289","Outer Regional Australia","Rest of Vic.","Victoria","Southern Grampians","Glenelg - Southern Grampians","Warrnambool and South West",3
"917","3292","Outer Regional Australia","Rest of Vic.","Victoria","Glenelg (Vic.)","Glenelg - Southern Grampians","Warrnambool and South West",3
"918","3293","Outer Regional Australia","Rest of Vic.","Victoria","Ararat Surrounds","Grampians","North West",3
"919","3294","Outer Regional Australia","Rest of Vic.","Victoria","Southern Grampians","Glenelg - Southern Grampians","Warrnambool and South West",3
"920","3300","Inner Regional Australia","Rest of Vic.","Victoria","Hamilton (Vic.)","Glenelg - Southern Grampians","Warrnambool and South West",2
"921","3301","Outer Regional Australia","Rest of Vic.","Victoria","Glenelg (Vic.)","Glenelg - Southern Grampians","Warrnambool and South West",3
"922","3302","Outer Regional Australia","Rest of Vic.","Victoria","Glenelg (Vic.)","Glenelg - Southern Grampians","Warrnambool and South West",3
"923","3303","Outer Regional Australia","Rest of Vic.","Victoria","Glenelg (Vic.)","Glenelg - Southern Grampians","Warrnambool and South West",3
"924","3304","Outer Regional Australia","Rest of Vic.","Victoria","Glenelg (Vic.)","Glenelg - Southern Grampians","Warrnambool and South West",3
"925","3305","Outer Regional Australia","Rest of Vic.","Victoria","Portland","Glenelg - Southern Grampians","Warrnambool and South West",3
"926","3309","Outer Regional Australia","Rest of Vic.","Victoria","Glenelg (Vic.)","Glenelg - Southern Grampians","Warrnambool and South West",3
"927","3310","Outer Regional Australia","Rest of Vic.","Victoria","Glenelg (Vic.)","Glenelg - Southern Grampians","Warrnambool and South West",3
"928","3311","Outer Regional Australia","Rest of Vic.","Victoria","Glenelg (Vic.)","Glenelg - Southern Grampians","Warrnambool and South West",3
"929","3312","Outer Regional Australia","Rest of Vic.","Victoria","West Wimmera","Grampians","North West",3
"930","3314","Outer Regional Australia","Rest of Vic.","Victoria","Southern Grampians","Glenelg - Southern Grampians","Warrnambool and South West",3
"931","3315","Outer Regional Australia","Rest of Vic.","Victoria","Glenelg (Vic.)","Glenelg - Southern Grampians","Warrnambool and South West",3
"932","3317","Outer Regional Australia","Rest of Vic.","Victoria","West Wimmera","Grampians","North West",3
"933","3318","Outer Regional Australia","Rest of Vic.","Victoria","West Wimmera","Grampians","North West",3
"934","3319","Outer Regional Australia","Rest of Vic.","Victoria","West Wimmera","Grampians","North West",3
"935","3321","Inner Regional Australia","Rest of Vic.","Victoria","Golden Plains - South","Barwon - West","Geelong",2
"936","3322","Inner Regional Australia","Rest of Vic.","Victoria","Colac Surrounds","Colac - Corangamite","Warrnambool and South West",2
"937","3323","Inner Regional Australia","Rest of Vic.","Victoria","Golden Plains - North","Maryborough - Pyrenees","Ballarat",2
"938","3324","Outer Regional Australia","Rest of Vic.","Victoria","Corangamite - North","Colac - Corangamite","Warrnambool and South West",3
"939","3325","Outer Regional Australia","Rest of Vic.","Victoria","Corangamite - North","Colac - Corangamite","Warrnambool and South West",3
"940","3328","Inner Regional Australia","Rest of Vic.","Victoria","Golden Plains - South","Barwon - West","Geelong",2
"941","3329","Inner Regional Australia","Rest of Vic.","Victoria","Golden Plains - South","Barwon - West","Geelong",2
"942","3330","Inner Regional Australia","Rest of Vic.","Victoria","Golden Plains - South","Barwon - West","Geelong",2
"943","3331","Inner Regional Australia","Rest of Vic.","Victoria","Bannockburn","Barwon - West","Geelong",2
"944","3332","Inner Regional Australia","Rest of Vic.","Victoria","Golden Plains - South","Barwon - West","Geelong",2
"945","3333","Inner Regional Australia","Rest of Vic.","Victoria","Golden Plains - South","Barwon - West","Geelong",2
"946","3334","Inner Regional Australia","Rest of Vic.","Victoria","Gordon (Vic.)","Creswick - Daylesford - Ballan","Ballarat",2
"947","3335","Major Cities of Australia","Greater Melbourne","Victoria","Rockbank - Mount Cottrell","Melton - Bacchus Marsh","Melbourne - West",1
"948","3336","Major Cities of Australia","Greater Melbourne","Victoria","Rockbank - Mount Cottrell","Melton - Bacchus Marsh","Melbourne - West",1
"949","3337","Major Cities of Australia","Greater Melbourne","Victoria","Melton","Melton - Bacchus Marsh","Melbourne - West",1
"950","3338","Major Cities of Australia","Greater Melbourne","Victoria","Melton South - Weir Views","Melton - Bacchus Marsh","Melbourne - West",1
"951","3340","Major Cities of Australia","Greater Melbourne","Victoria","Bacchus Marsh","Melton - Bacchus Marsh","Melbourne - West",1
"952","3341","Inner Regional Australia","Rest of Vic.","Victoria","Bacchus Marsh Surrounds","Creswick - Daylesford - Ballan","Ballarat",2
"953","3342","Inner Regional Australia","Rest of Vic.","Victoria","Bacchus Marsh Surrounds","Creswick - Daylesford - Ballan","Ballarat",2
"954","3345","Inner Regional Australia","Rest of Vic.","Victoria","Gordon (Vic.)","Creswick - Daylesford - Ballan","Ballarat",2
"955","3350","Inner Regional Australia","Rest of Vic.","Victoria","Alfredton","Ballarat","Ballarat",2
"956","3351","Inner Regional Australia","Rest of Vic.","Victoria","Beaufort","Maryborough - Pyrenees","Ballarat",2
"957","3352","Inner Regional Australia","Rest of Vic.","Victoria","Golden Plains - North","Maryborough - Pyrenees","Ballarat",2
"958","3355","Inner Regional Australia","Rest of Vic.","Victoria","Wendouree - Miners Rest","Ballarat","Ballarat",2
"959","3356","Inner Regional Australia","Rest of Vic.","Victoria","Sebastopol - Redan","Ballarat","Ballarat",2
"960","3357","Inner Regional Australia","Rest of Vic.","Victoria","Buninyong","Ballarat","Ballarat",2
"961","3358","Inner Regional Australia","Rest of Vic.","Victoria","Delacombe","Ballarat","Ballarat",2
"962","3360","Inner Regional Australia","Rest of Vic.","Victoria","Golden Plains - North","Maryborough - Pyrenees","Ballarat",2
"963","3361","Inner Regional Australia","Rest of Vic.","Victoria","Beaufort","Maryborough - Pyrenees","Ballarat",2
"964","3363","Inner Regional Australia","Rest of Vic.","Victoria","Creswick - Clunes","Creswick - Daylesford - Ballan","Ballarat",2
"965","3364","Inner Regional Australia","Rest of Vic.","Victoria","Daylesford","Creswick - Daylesford - Ballan","Ballarat",2
"966","3370","Inner Regional Australia","Rest of Vic.","Victoria","Creswick - Clunes","Creswick - Daylesford - Ballan","Ballarat",2
"967","3371","Inner Regional Australia","Rest of Vic.","Victoria","Maryborough Surrounds","Maryborough - Pyrenees","Ballarat",2
"968","3373","Inner Regional Australia","Rest of Vic.","Victoria","Beaufort","Maryborough - Pyrenees","Ballarat",2
"969","3374","Inner Regional Australia","Rest of Vic.","Victoria","Stawell","Grampians","North West",2
"970","3375","Inner Regional Australia","Rest of Vic.","Victoria","Ararat Surrounds","Grampians","North West",2
"971","3377","Inner Regional Australia","Rest of Vic.","Victoria","Ararat","Grampians","North West",2
"972","3378","Inner Regional Australia","Rest of Vic.","Victoria","Ararat Surrounds","Grampians","North West",2
"973","3379","Inner Regional Australia","Rest of Vic.","Victoria","Ararat Surrounds","Grampians","North West",2
"974","3380","Inner Regional Australia","Rest of Vic.","Victoria","Stawell","Grampians","North West",2
"975","3381","Inner Regional Australia","Rest of Vic.","Victoria","Stawell","Grampians","North West",2
"976","3384","Outer Regional Australia","Rest of Vic.","Victoria","Avoca","Maryborough - Pyrenees","Ballarat",3
"977","3385","Inner Regional Australia","Rest of Vic.","Victoria","Stawell","Grampians","North West",2
"978","3387","Inner Regional Australia","Rest of Vic.","Victoria","Stawell","Grampians","North West",2
"979","3388","Outer Regional Australia","Rest of Vic.","Victoria","Yarriambiack","Grampians","North West",3
"980","3390","Outer Regional Australia","Rest of Vic.","Victoria","Yarriambiack","Grampians","North West",3
"981","3391","Outer Regional Australia","Rest of Vic.","Victoria","Yarriambiack","Grampians","North West",3
"982","3392","Outer Regional Australia","Rest of Vic.","Victoria","Yarriambiack","Grampians","North West",3
"983","3393","Outer Regional Australia","Rest of Vic.","Victoria","Buloke","Murray River - Swan Hill","North West",3
"984","3395","Outer Regional Australia","Rest of Vic.","Victoria","Buloke","Murray River - Swan Hill","North West",3
"985","3396","Remote Australia","Rest of Vic.","Victoria","Yarriambiack","Grampians","North West",4
"986","3400","Outer Regional Australia","Rest of Vic.","Victoria","Horsham","Grampians","North West",3
"987","3401","Outer Regional Australia","Rest of Vic.","Victoria","Horsham Surrounds","Grampians","North West",3
"988","3407","Outer Regional Australia","Rest of Vic.","Victoria","Southern Grampians","Glenelg - Southern Grampians","Warrnambool and South West",3
"989","3409","Outer Regional Australia","Rest of Vic.","Victoria","Horsham Surrounds","Grampians","North West",3
"990","3412","Outer Regional Australia","Rest of Vic.","Victoria","West Wimmera","Grampians","North West",3
"991","3413","Outer Regional Australia","Rest of Vic.","Victoria","West Wimmera","Grampians","North West",3
"992","3414","Outer Regional Australia","Rest of Vic.","Victoria","Nhill Region","Grampians","North West",3
"993","3415","Outer Regional Australia","Rest of Vic.","Victoria","Nhill Region","Grampians","North West",3
"994","3418","Outer Regional Australia","Rest of Vic.","Victoria","Nhill Region","Grampians","North West",3
"995","3419","Outer Regional Australia","Rest of Vic.","Victoria","Nhill Region","Grampians","North West",3
"996","3420","Outer Regional Australia","Rest of Vic.","Victoria","Nhill Region","Grampians","North West",3
"997","3423","Outer Regional Australia","Rest of Vic.","Victoria","Nhill Region","Grampians","North West",3
"998","3424","Remote Australia","Rest of Vic.","Victoria","Nhill Region","Grampians","North West",4
"999","3427","Major Cities of Australia","Greater Melbourne","Victoria","Diggers Rest","Sunbury","Melbourne - North West",1
"1000","3428","Major Cities of Australia","Greater Melbourne","Victoria","Greenvale - Bulla","Tullamarine - Broadmeadows","Melbourne - North West",1
"1001","3429","Major Cities of Australia","Greater Melbourne","Victoria","Sunbury","Sunbury","Melbourne - North West",1
"1002","3430","Major Cities of Australia","Greater Melbourne","Victoria","Sunbury","Sunbury","Melbourne - North West",1
"1003","3431","Inner Regional Australia","Greater Melbourne","Victoria","Riddells Creek","Macedon Ranges","Melbourne - North West",2
"1004","3432","Inner Regional Australia","Greater Melbourne","Victoria","Romsey","Macedon Ranges","Melbourne - North West",2
"1005","3433","Inner Regional Australia","Greater Melbourne","Victoria","Romsey","Macedon Ranges","Melbourne - North West",2
"1006","3434","Inner Regional Australia","Greater Melbourne","Victoria","Romsey","Macedon Ranges","Melbourne - North West",2
"1007","3435","Inner Regional Australia","Greater Melbourne","Victoria","Romsey","Macedon Ranges","Melbourne - North West",2
"1008","3437","Inner Regional Australia","Greater Melbourne","Victoria","Gisborne","Macedon Ranges","Melbourne - North West",2
"1009","3438","Inner Regional Australia","Greater Melbourne","Victoria","Gisborne","Macedon Ranges","Melbourne - North West",2
"1010","3440","Inner Regional Australia","Greater Melbourne","Victoria","Macedon","Macedon Ranges","Melbourne - North West",2
"1011","3441","Inner Regional Australia","Greater Melbourne","Victoria","Macedon","Macedon Ranges","Melbourne - North West",2
"1012","3442","Inner Regional Australia","Rest of Vic.","Victoria","Woodend","Heathcote - Castlemaine - Kyneton","Bendigo",2
"1013","3444","Inner Regional Australia","Rest of Vic.","Victoria","Kyneton","Heathcote - Castlemaine - Kyneton","Bendigo",2
"1014","3446","Inner Regional Australia","Rest of Vic.","Victoria","Daylesford","Creswick - Daylesford - Ballan","Ballarat",2
"1015","3447","Inner Regional Australia","Rest of Vic.","Victoria","Castlemaine Surrounds","Heathcote - Castlemaine - Kyneton","Bendigo",2
"1016","3448","Inner Regional Australia","Rest of Vic.","Victoria","Castlemaine Surrounds","Heathcote - Castlemaine - Kyneton","Bendigo",2
"1017","3450","Inner Regional Australia","Rest of Vic.","Victoria","Castlemaine","Heathcote - Castlemaine - Kyneton","Bendigo",2
"1018","3451","Inner Regional Australia","Rest of Vic.","Victoria","Daylesford","Creswick - Daylesford - Ballan","Ballarat",2
"1019","3453","Inner Regional Australia","Rest of Vic.","Victoria","Castlemaine Surrounds","Heathcote - Castlemaine - Kyneton","Bendigo",2
"1020","3458","Inner Regional Australia","Rest of Vic.","Victoria","Daylesford","Creswick - Daylesford - Ballan","Ballarat",2
"1021","3460","Inner Regional Australia","Rest of Vic.","Victoria","Daylesford","Creswick - Daylesford - Ballan","Ballarat",2
"1022","3461","Inner Regional Australia","Rest of Vic.","Victoria","Daylesford","Creswick - Daylesford - Ballan","Ballarat",2
"1023","3462","Inner Regional Australia","Rest of Vic.","Victoria","Castlemaine Surrounds","Heathcote - Castlemaine - Kyneton","Bendigo",2
"1024","3463","Inner Regional Australia","Rest of Vic.","Victoria","Loddon","Loddon - Elmore","Bendigo",2
"1025","3464","Inner Regional Australia","Rest of Vic.","Victoria","Maryborough Surrounds","Maryborough - Pyrenees","Ballarat",2
"1026","3465","Inner Regional Australia","Rest of Vic.","Victoria","Avoca","Maryborough - Pyrenees","Ballarat",2
"1027","3467","Inner Regional Australia","Rest of Vic.","Victoria","Avoca","Maryborough - Pyrenees","Ballarat",2
"1028","3468","Inner Regional Australia","Rest of Vic.","Victoria","Avoca","Maryborough - Pyrenees","Ballarat",2
"1029","3469","Inner Regional Australia","Rest of Vic.","Victoria","Beaufort","Maryborough - Pyrenees","Ballarat",2
"1030","3472","Inner Regional Australia","Rest of Vic.","Victoria","Maryborough Surrounds","Maryborough - Pyrenees","Ballarat",2
"1031","3475","Inner Regional Australia","Rest of Vic.","Victoria","Maryborough Surrounds","Maryborough - Pyrenees","Ballarat",2
"1032","3477","Inner Regional Australia","Rest of Vic.","Victoria","Avoca","Maryborough - Pyrenees","Ballarat",2
"1033","3478","Inner Regional Australia","Rest of Vic.","Victoria","Avoca","Maryborough - Pyrenees","Ballarat",2
"1034","3480","Outer Regional Australia","Rest of Vic.","Victoria","Buloke","Murray River - Swan Hill","North West",3
"1035","3482","Outer Regional Australia","Rest of Vic.","Victoria","Buloke","Murray River - Swan Hill","North West",3
"1036","3483","Outer Regional Australia","Rest of Vic.","Victoria","Buloke","Murray River - Swan Hill","North West",3
"1037","3485","Outer Regional Australia","Rest of Vic.","Victoria","Yarriambiack","Grampians","North West",3
"1038","3487","Outer Regional Australia","Rest of Vic.","Victoria","Yarriambiack","Grampians","North West",3
"1039","3488","Outer Regional Australia","Rest of Vic.","Victoria","Buloke","Murray River - Swan Hill","North West",3
"1040","3489","Outer Regional Australia","Rest of Vic.","Victoria","Mildura Surrounds","Mildura","North West",3
"1041","3490","Outer Regional Australia","Rest of Vic.","Victoria","Mildura Surrounds","Mildura","North West",3
"1042","3491","Outer Regional Australia","Rest of Vic.","Victoria","Yarriambiack","Grampians","North West",3
"1043","3494","Outer Regional Australia","Rest of Vic.","Victoria","Mildura Surrounds","Mildura","North West",3
"1044","3496","Outer Regional Australia","Rest of Vic.","Victoria","Red Cliffs","Mildura","North West",3
"1045","3498","Outer Regional Australia","Rest of Vic.","Victoria","Irymple","Mildura","North West",3
"1046","3500","Outer Regional Australia","Rest of Vic.","Victoria","Mildura - North","Mildura","North West",3
"1047","3501","Outer Regional Australia","Rest of Vic.","Victoria","Mildura Surrounds","Mildura","North West",3
"1048","3505","Outer Regional Australia","Rest of Vic.","Victoria","Mildura Surrounds","Mildura","North West",3
"1049","3506","Remote Australia","Rest of Vic.","Victoria","Mildura Surrounds","Mildura","North West",4
"1050","3507","Outer Regional Australia","Rest of Vic.","Victoria","Mildura Surrounds","Mildura","North West",3
"1051","3509","Remote Australia","Rest of Vic.","Victoria","Mildura Surrounds","Mildura","North West",4
"1052","3512","Remote Australia","Rest of Vic.","Victoria","Mildura Surrounds","Mildura","North West",4
"1053","3515","Inner Regional Australia","Rest of Vic.","Victoria","Bendigo Surrounds - South","Heathcote - Castlemaine - Kyneton","Bendigo",2
"1054","3516","Inner Regional Australia","Rest of Vic.","Victoria","Loddon","Loddon - Elmore","Bendigo",2
"1055","3517","Inner Regional Australia","Rest of Vic.","Victoria","Loddon","Loddon - Elmore","Bendigo",2
"1056","3518","Outer Regional Australia","Rest of Vic.","Victoria","Loddon","Loddon - Elmore","Bendigo",3
"1057","3520","Outer Regional Australia","Rest of Vic.","Victoria","Loddon","Loddon - Elmore","Bendigo",3
